Date,UID,pr,etr,eto,tmmn,tmmx,rmin,pr_1,etr_1,eto_1,tmmn_1,tmmx_1,rmin_1
2018-11-01,102,31.315384656190872,53.11538439759841,34.37692316678854,267.39000525841345,279.22051297701324,44.301538907564606,48.81394932918076,49.47520165199965,32.24515602544712,268.0155346454453,278.1310118548816,47.67195706306513
2018-11-01,103,28.78319121262678,50.528453747342226,32.81168997330797,267.60929560679165,279.7536869263189,42.549821443390734,46.11123089397206,47.771236114121656,31.144256747978645,268.0707894162671,278.6087514156605,46.25946710927128
2018-12-01,101,21.285392096872382,27.9549437344129,17.881694361333018,262.468995909412,272.26922542593036,57.73445262753865,37.10476609177664,27.656480902639924,17.718298656461698,263.88696598123886,272.11165225088877,60.6806510896635
2018-12-01,102,22.492307688181217,29.1461539543592,18.792307877769836,264.6841148963341,273.25980318509613,60.30719610360953,33.746047857329074,27.24128176839279,17.70138757245819,265.0325148096733,272.97274173839,63.706864348938964
2018-12-01,103,16.573851253717468,22.485645960740406,14.706571060572536,264.4716170947185,273.10345345702547,64.02275601212735,31.0128871771145,23.14501762381909,15.147212650648969,264.85861947829915,272.9042623834792,65.1376568221224
2019-01-01,101,31.863703051874587,32.99286660876388,21.575924555882676,261.70230363455147,272.4270426112149,53.97040319855432,63.476618409968054,34.97557448028873,22.805941864356743,263.4433416411891,272.60645937360175,54.480391476839266
2019-01-01,102,41.330769130816826,31.97692317630236,21.115384734020783,263.26153564453125,273.2759305513822,56.36377187875601,67.26701430238118,34.656061570790285,22.746213125048534,264.34262040317225,273.45780236789335,56.18677387216847
2019-01-01,103,26.61451884804863,31.909235144168694,20.98286198990027,264.0153982216433,273.69390648971904,57.01560278442732,55.21053065252034,33.23562488372424,21.786756101335524,264.5842506805263,273.630448803438,56.63893709868519
2019-02-01,101,79.07568876286237,42.53367421796181,29.25748759548776,262.55107628526946,272.9719047716462,53.61087567269131,144.11198092869648,40.52523048610242,28.205585680605786,263.7205373290528,272.28024507114384,57.08039484852623
2019-02-01,102,104.60000063593571,41.32307691757496,28.876923196590862,264.65604341947113,273.7868135892428,57.19423088660607,153.75589633116516,40.952140053799845,28.690349682904667,264.92669154250837,273.2861497209463,58.72925357855506
2019-02-01,103,68.59067497138686,38.24222428325657,27.163718216006338,265.57166270527404,274.3981173417826,61.71745295154177,132.79813492879842,38.09928631083225,27.015836339001464,265.1493210508724,273.6180631153159,61.44766461711157
2019-03-01,101,25.63941773517439,72.28856517746165,55.914948891739876,265.9975189601159,278.5868242545419,42.85564517949842,46.73694325914394,75.24122138385734,57.81215189709839,267.13597220747386,278.5528071920048,42.20912387709634
2019-03-01,102,32.476923085176026,76.9153845677009,59.038461584311264,268.10049907977765,280.17667330228363,44.431265317476715,53.56286633622091,78.37438518842032,59.977207276641245,268.2714095146939,279.69222039579194,43.18134707836593
2019-03-01,103,27.40691522317828,74.96389752134846,57.976605475832116,269.38800126481004,281.1363161107306,45.76413576868084,48.00076085555001,75.42121581481597,58.36785620784874,268.70493268157605,280.11591488699236,44.62835172781106
2019-04-01,101,58.531497588917055,118.53734590702095,89.76383446080774,273.7445134148646,285.17160949787063,42.269814658096195,86.75190989992912,115.05932471089099,87.63240652564355,273.6527477465198,284.1955326690146,42.92567374044596
2019-04-01,102,72.13076925965456,124.38461558635419,93.60769207660968,274.5707702636719,286.88153780423676,40.974872002234825,89.64942666463514,119.67092612826929,90.28130334841008,274.41778729634865,285.50319955154436,42.369556632579055
2019-04-01,103,55.0285885193055,124.22522059546458,93.10766355383987,275.4927548136009,287.3896014164031,40.89935965867051,76.63867500582305,119.84078906472081,90.62749114399834,274.705644767303,285.9681320847958,42.27614282669163
2019-05-01,101,76.6404406730112,164.16121224540444,125.17332809314682,275.6229558585042,289.32293945280486,35.66560719927997,85.93142096363539,160.32446959846934,123.0665104113135,275.99648291127573,288.2354563262686,36.37765148480502
2019-05-01,102,64.63076929633434,172.63846158981323,131.00000009169946,276.63300264798676,290.8258080115685,34.27171208308293,74.12127318985624,166.23069236537984,127.04657173476826,276.64214302305294,289.2390248241625,36.380354957928
2019-05-01,103,50.436401634708076,171.13578784917223,130.6637481543997,277.5240004330655,291.3252441515878,35.05758724089886,67.35343390139141,166.71263135662625,127.599656553794,276.9589414568304,289.87610159580385,36.29508812614377
