Date,huc12,sseb_mean,sseb_25th,sseb_50th,sseb_75th
2022-07-01,170402080306,110.85036015369624,71.00000000000001,108.0,148.00000000000003
2022-07-01,170402080201,132.82144352924786,109.00000000000004,131.99999999999997,160.00000000000003
2022-07-01,170402080203,131.12576205339394,94.0,131.00000000000003,168.99999999999997
2022-07-01,170402080202,117.1957599490455,73.51164646137535,113.50422850805045,157.0
2022-07-01,170402080204,154.21134288891452,102.3581397238018,155.0,216.0
2022-07-01,170402080208,157.29623281736528,131.0,159.99999999999997,187.0
2022-07-01,170402080209,169.69680629075688,148.0,176.01406037049335,198.0
2022-07-01,170402080207,158.6814359091534,129.0,162.0,194.00000000000003
2022-07-01,170402080210,131.02559647038188,98.0,131.0,164.84234122336957
2022-07-01,170402080301,153.5897713965433,130.0,162.0,186.9568279551688
2022-07-01,170402080303,128.63764067376076,74.99999999999999,135.0,178.0
2022-07-01,170402080302,91.80079828236924,56.88679169141764,82.48460351086055,116.88422650669833
2022-07-01,170402080304,121.57793603076117,87.0,120.0,157.0
2022-07-01,170402080307,104.38951070176108,57.0,91.0,148.36446808920016
2022-07-01,170402080308,92.34418144336662,40.50045647646049,72.48652896760439,136.50468206812783
2022-07-01,170402080401,105.05117235348952,58.494384172082775,90.47488743219748,140.49000396443336
2022-07-01,170402080403,111.10502370051437,72.0,103.0,146.99999999999997
2022-07-01,170402080205,114.82918126326813,64.51198261491635,98.0,163.0
2022-07-01,170402080402,138.2003498415768,93.0,140.0,185.00000000000009
2022-07-01,170402080404,118.91420529258556,83.00000000000003,111.36223228823688,153.0
2022-08-01,170402080608,112.43628912126164,74.99999999999999,114.0,157.99999999999997
2022-08-01,170402080102,96.39792372973449,75.20022623432085,97.0,118.23209262349437
2022-08-01,170402080104,114.9115207978332,89.0843823368439,115.0,140.0
2022-08-01,170402080106,102.73950989429116,80.00000000000003,101.0,125.49439353289615
2022-08-01,170402080107,92.65819508075424,65.0,90.00000000000003,119.0
2022-08-01,170402080105,92.4811489893885,64.0,86.99999999999999,117.0
2022-08-01,170402080108,89.86513391041142,48.500342787039045,84.0,129.0
2022-08-01,170402080211,88.56584329032326,64.0,86.0,112.0
2022-08-01,170402080506,79.25525469081123,57.33969179725072,76.00000000000001,98.64882842649163
2022-08-01,170402080602,61.43424596206147,38.0,60.00000000000001,81.00000000000001
2022-08-01,170402080603,105.7102531629594,75.92082275704301,105.47400237060452,137.00000000000003
2022-08-01,170402080605,59.84292349550008,27.0,56.13077671771666,85.0
2022-08-01,170402080607,86.37099502290667,51.10974192948759,78.99999999999999,124.0
2022-08-01,170402080606,93.05346924070396,62.326300892772,90.0,118.0
2022-08-01,170402080507,73.11556879656581,43.99999999999999,68.99999999999999,96.99999999999996
2022-08-01,170402080101,81.38496142494486,64.0,81.43452160311263,99.45263085197872
2022-08-01,170402080103,141.57058430580886,124.0,146.99999999999991,160.0
2022-08-01,170402080206,119.41045224383949,100.0,121.00859692966792,141.99999999999997
2022-08-01,170402080501,115.13535393474832,93.0,116.99999999999996,140.0
2022-08-01,170402080502,106.10636815590703,76.99999999999997,104.0,136.00000000000003
2022-08-01,170402080503,81.71823305844238,55.0,81.99999999999999,110.0
2022-08-01,170402080504,114.96805100288668,88.0,118.56355970829532,147.39762059621555
2022-08-01,170402080505,75.05507605078151,42.0,70.00000000000001,100.99999999999996
2022-08-01,170402080601,91.8283749331011,67.05419513750395,87.08944889934754,112.19559398185604
2022-08-01,170402080604,53.24562609727449,27.999999999999996,43.99999999999999,70.99999999999999
2022-08-01,170402080305,82.9403837079883,64.0,81.00000000000001,100.0
2022-08-01,170402080306,69.86506304710026,43.0,66.0,95.0
2022-08-01,170402080201,83.73115187434219,65.0,82.0,101.0
2022-08-01,170402080203,94.43635236313509,62.000000000000014,93.0,126.0
2022-08-01,170402080202,72.13096031993416,41.48734035877405,70.00000000000001,100.4867616477695
2022-08-01,170402080204,92.25334969221782,50.00000000000001,90.22436549005114,134.0
2022-08-01,170402080208,114.13781345195385,94.0,115.00000000000004,136.99999999999997
2022-08-01,170402080209,122.06299700988092,103.00611985652118,126.00000000000004,145.00000000000006
2022-08-01,170402080207,115.04997141215588,89.10660824800637,118.3112079399661,144.00000000000003
2022-08-01,170402080210,93.08342464145194,67.41228266406488,91.41289732515816,119.43854434684884
2022-08-01,170402080301,106.45650305243628,83.99999999999999,112.0,132.99999999999997
2022-08-01,170402080303,82.58757009740059,45.00000000000001,81.99999999999999,118.0
2022-08-01,170402080302,60.44256200790113,38.3199446376942,54.03172287272682,79.31578457863408
2022-08-01,170402080304,80.430530876892,53.0,78.99999999999997,108.00000000000004
2022-08-01,170402080307,73.06814999068318,45.0,63.0,100.0
2022-08-01,170402080308,60.35484031975517,27.0,48.48278297980143,89.00000000000003
2022-08-01,170402080401,72.98273897865498,41.0,65.50664076700781,98.0
2022-08-01,170402080403,78.74942872138351,52.00000000000001,72.00000000000001,101.0
2022-08-01,170402080205,84.71865648023032,49.00000000000001,72.0,119.50002762888876
2022-08-01,170402080402,96.7404523568137,61.000000000000014,95.0,133.99999999999997
2022-08-01,170402080404,81.96057196406053,54.0,75.0,106.0
2022-09-01,170402080608,80.83610463306644,40.0,75.00000000000003,123.99999999999996
2022-09-01,170402080102,68.05754193017343,49.22904492441235,67.24515035222375,87.17087636928726
2022-09-01,170402080104,78.89728911627074,53.07577703681599,79.09040994542652,106.0
2022-09-01,170402080106,73.42673063861764,49.00000000000001,70.49315304000248,96.51132335102233
2022-09-01,170402080107,72.46353637117798,49.00000000000002,69.00000000000003,94.0
2022-09-01,170402080105,68.47029293674102,42.50100034794712,63.0,90.36103079038372
2022-09-01,170402080108,66.52855995625228,37.0,59.4151019689169,94.0
2022-09-01,170402080211,70.61032113777092,47.99999999999998,69.00000000000001,92.0
2022-09-01,170402080506,64.91908467465235,43.0,62.99999999999999,85.00000000000001
2022-09-01,170402080602,49.03453038571577,30.0,46.000000000000014,64.22834018105256
2022-09-01,170402080603,79.31981616598557,53.489291516326034,81.4844114298108,105.98999708598582
2022-09-01,170402080605,44.74527024457316,18.112694623716763,39.179330403774806,64.0
2022-09-01,170402080607,61.56260905194976,31.000000000000004,52.03907705305145,91.3668621894154
2022-09-01,170402080606,64.37406728495615,28.3388160026965,57.354259340355405,97.26918808300536
2022-09-01,170402080507,55.60848199766961,27.0,51.000000000000014,76.99999999999999
2022-09-01,170402080101,58.72998146401296,42.23675473224123,59.23046259191698,75.0
2022-09-01,170402080103,107.78423103183286,88.0,113.0,130.0
2022-09-01,170402080206,90.62523297770986,70.02031119243154,92.00000000000004,113.0
2022-09-01,170402080501,84.51904389649275,63.000000000000014,84.00000000000003,107.00000000000004
2022-09-01,170402080502,77.8220588495863,49.0,78.99999999999999,107.0
2022-09-01,170402080503,64.92264833755395,38.99999999999999,65.00000000000001,92.0
2022-09-01,170402080504,91.84998665725232,64.23104949906083,95.35214512824564,122.3919410537833
2022-09-01,170402080505,58.106128261888536,26.000000000000004,54.448883697728455,84.44197250463424
2022-09-01,170402080601,72.48666004502849,51.06197588699946,68.00000000000003,92.19569699581815
